match_id,puuid,championId,championName,teamId,teamPosition,individualPosition,win
NA1_5462935184,QjOCq92VHWd-CFCIJy-d6hcUpFLfWKtdH63NBxsToOAMywU9vp4uTyC06oWuuoFAysH0V8zfJ06R5w,25,Morgana,200,UTILITY,UTILITY,True
NA1_5479789148,BYXB-hIay1BFyagaM8DYVcL_V9Re2E9hy6NSWM2uFa_HapwEPc9MsZ5CnWySVHpt2zXKr0padLSapw,223,TahmKench,100,UTILITY,UTILITY,False
NA1_5479789148,7BCW4hcMYIiOAudYCtpvewbDlRRq_hV8gCQy0Y8rg2Nc-Fb8TG9egU_eUteEXwp-Nd0Y8TkkI6p8ZQ,50,Swain,200,UTILITY,UTILITY,True
NA1_5478881218,oY-2-vO4s_kANQnvpt6vlMGzL80mjucs7WmaBs-DaZy25zD0a9L_Zgunq8gLCkNEjStq4-qpR1mULw,50,Swain,100,UTILITY,UTILITY,False
NA1_5478881218,HezVoi_G0Rxv0KxoDgMFvIsGNTZ6s7q74Z-AEbvoeCQt73T_ORggSqlCe7WL4oduZnA-KbCQpJtMPw,99,Lux,200,UTILITY,UTILITY,True
NA1_5478845651,NNP3ujRnDW-bF6sDAeLTrKNGihOVppHfqRjlxMkU-Ej2DWLQlcwnEl_TZNLz4rtoobfIaVrSEibusA,497,Rakan,100,UTILITY,UTILITY,True
NA1_5478845651,4XSuRqeY1v8N9UlVzeAvgPsNQrsNkN2yDh48nPqbG9f7Shj7nwsTrZ_KxvmgIXg-iP3sQZqTyoiEHA,53,Blitzcrank,200,UTILITY,UTILITY,False
NA1_5476759038,1r7JSOnPNTFmFtNDfbx2csXb00cubfQKfC-m9SoUS1Sbyh8sCxE6IXSYjWIimjzO1BoDXX9OdFR2sw,53,Blitzcrank,100,UTILITY,UTILITY,True
NA1_5476759038,jwMwXR_AjEnGCk0fzJOvk_vCW0Ystq5tL5Lq65YMc-1KseoXnK_pYlmdQ0uNR6ajTFwKvg8DFPpJDA,235,Senna,200,UTILITY,UTILITY,False
NA1_5475403249,wawiKk_6l0teBYRzSa6dRMvlezV43NeiHdJPnVucixjPK0b0I76Qy0HXy4dLKLfIoZ5i8708L6yg7Q,37,Sona,100,UTILITY,UTILITY,True
NA1_5475403249,R2rJDJbJmElpA0Mf469iIVitNLYY_uTAOUvDU-BZ7odSl31h1mVyZH0xB-D0T_F-qFzo33Wnd6glSg,267,Nami,200,UTILITY,UTILITY,False
NA1_5475400121,S5hce1xLXnHu9d5SrJ-aTPfHmYpM85gbZ529i1155PpSFEkn1hs5ZfcUgBhQlQQ8RtI8dQ6Bs4CQPA,99,Lux,100,UTILITY,UTILITY,False
NA1_5475400121,ldiSsklDDdnAu2Bbn0yRxH_65U3jWkkIYWkc7l1x6c-sM3i92uHjZ_81nmK0mE345RtKUCHwY4g4LQ,910,Hwei,200,UTILITY,UTILITY,True
NA1_5475390709,EVjzwt-vidgDgGaELidruTKiGsOCkjAoTR1Lj3px8srpLVlliifSUgPlcpq2nY1hBopRf0Xhkgx5gQ,99,Lux,100,UTILITY,UTILITY,True
NA1_5475390709,NxHCA6BtfKBSEPY8uWrmIYE_2CwQCC8bR4YNeNv2alHDhtylYKK_kkq0BalTWrKychiVEwtC-qYAIg,3,Galio,200,UTILITY,UTILITY,False
NA1_5475384867,4JQVa-_B2gtGCkgB7L_i6_rJrjfJoN1NiG2Dkn1WFmzXb3NG9NKbKYKbFcWbufidKhYwKJK2xLtbYw,25,Morgana,100,UTILITY,UTILITY,True
NA1_5475384867,_HiaHcWO1lz6XmkQA8Jlborw5fwD7IS4SudCXCOAgDfG_qDrxKaHQoAKiB-QoV0TqtfG0sUcj216lg,267,Nami,200,UTILITY,UTILITY,False
NA1_5475366744,lixyO8d9P5b7yu7XeQGpwAc-NUxdYKd_ppjjOgVeyzU0l4-Uz2TCuG5gXKkELZhqPiE5qne07p9UfA,44,Taric,100,UTILITY,UTILITY,True
NA1_5475366744,O3R-NI480boh_-4zScNI5Q_g_OVkJCwdOFkwAsMfc1GdqXZi-g4Z5cS3XCsmvXHBNs0s8sQiYkR6eQ,350,Yuumi,200,UTILITY,UTILITY,False
NA1_5475352020,q0ssRyyLnJaS1JeF8Ml-cUujIfZwkFGP7tbMlwxuit1BgAIvtDZyi5qnoEgKrW6RAnNPZrKBFWllFQ,555,Pyke,100,UTILITY,UTILITY,False
NA1_5475352020,lEOpJBA43_-rjlzXCpVCCVkmP9tNTh7dyIEwMD5byKS1aRNwKMgNDLViTYyrIX0f9NuQZ-aT70gtOg,518,Neeko,200,UTILITY,UTILITY,True
NA1_5554005231,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,902,Milio,100,UTILITY,UTILITY,False
NA1_5554005231,riF0SG77OpBPPR95Rv_BIVxj9BVkiLSkZwFnxvBpAtLufBwu4H_0hioZlshktTtN3WR_yj0bPsHjWw,101,Xerath,200,UTILITY,UTILITY,True
NA1_5553993381,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,100,UTILITY,UTILITY,False
NA1_5553993381,JdZjKd3M0vUDOYjTuc_bcBeE8sE2GJUJ9toNYitbeMio08LI9eQfn1XTNjphMIet4f7s9x3VLgwlow,50,Swain,200,UTILITY,UTILITY,True
NA1_5552809750,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,100,UTILITY,UTILITY,False
NA1_5552809750,iUJ-TxHQCQef_0duUXjK2FmyK7CyPX6liD_b0gIz9eIqkeZhapRuPm9Z5PzqS0eRXH2hvOidZ29duw,888,Renata,200,UTILITY,UTILITY,True
NA1_5550553585,fMRqAEOoMWmQsJ2XiW4jHImfAdIv9t5sbWsK48xfV5sAQVVqn4el58ExdgvsFT1R3bUICyLCQUvtLw,37,Sona,100,UTILITY,UTILITY,False
NA1_5550553585,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,200,UTILITY,UTILITY,True
NA1_5550551876,ZG6j9xhIsCt-gF2GgXQX-gYcgPVTDm5kJdXaOwdoDbn8Yp7TDlM4a6G6av9h2DcUJthKqPiw66frJg,43,Karma,100,UTILITY,UTILITY,False
NA1_5550551876,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,200,UTILITY,UTILITY,True
NA1_5550287225,-_0C9IMY5AvABikS5R8d4ME3vf86PzdYW5FjzGK1kF93Pztees0f9kFY-PW45pToX9x0NfEmqpGjow,25,Morgana,100,UTILITY,UTILITY,False
NA1_5550287225,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,235,Senna,200,UTILITY,UTILITY,True
NA1_5550226498,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,100,UTILITY,UTILITY,False
NA1_5550226498,eHQrCqYDLAE11SqH30rx9rGEW1yR5MCIXXpJGk4ga5nfPwdc9cdXTY4pGRjr2KVEXv5RU5yytqBbww,89,Leona,200,UTILITY,UTILITY,True
NA1_5550184107,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,100,UTILITY,UTILITY,False
NA1_5550184107,FGm-xQIq82rM7JHrDeZhXsrkkf2nycBcrysxQ7aDw-ncsCfdnOxF4JPdHgYzn4aQcCR1zGmG6ZqmoQ,28,Evelynn,200,UTILITY,UTILITY,True
NA1_5549316146,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,100,UTILITY,UTILITY,False
NA1_5549316146,MzmoBtWVh2NCjT26tpt23qCnYCYqBPxhBk27IRdvhCW_2y5plttPZ7341BIinAUapNKQn8-w9uGOLA,98,Shen,200,UTILITY,UTILITY,True
NA1_5549302138,wrsuvGdRmSHxj845cOe6nCovGexP_o7S_dh19yUUsJ6--87h-FSJIjJv0jaXdFUkxanZKO_iRvLB0g,99,Lux,100,UTILITY,UTILITY,True
NA1_5549302138,LBIg2k5fCNbUGMESy8Gh5hJH9ZupZGwKdwodsu7rNwdKhaOy5_ZjEDJ9MWwKmWcf35kMgsWxGpRqrg,147,Seraphine,200,UTILITY,UTILITY,False
NA1_5555032682,GPyNlKBpv9gTHUWjA_VxjJOLhi1bl5cSfLU00CCG-zlCF_m3fahW58GFk2VE6a8GTrNaWWc30WE1kA,12,Alistar,100,UTILITY,UTILITY,False
NA1_5555032682,tISONd6zJC3_MD89zRDswQpBWrPmjD6ib2-NOKbTdN5GjfJ3NAozwhQqCC2nXQ2cEAihtL5ppx5b3A,127,Lissandra,200,UTILITY,UTILITY,True
NA1_5554785028,WEmYKlWgKh1Lmd9201GjS_hCAl-Rdhof4ewE6vTYqvocwh_joYmYyl9OvTiL-QFyxGBb-AVfp_iE1A,50,Swain,100,UTILITY,UTILITY,True
NA1_5554785028,QF18OiDJHqw7d-pgVG7BIZWreFVx2rBt328kpEMW0RiDcUNmnAtjYrYT8j2gvng6eT6JMC5XOeE-Ow,526,Rell,200,UTILITY,UTILITY,False
NA1_5554764595,vn-3oPLuTAxtqlnm3rmG2dC1xh2_Jim5yd_dM4cKnBbJKZHkDwApvSPFcTPuijT6MQCs32yR9gCwBA,111,Nautilus,100,UTILITY,UTILITY,True
NA1_5554764595,y3XZDp8CfLyVQNo0crd1hf1nfm2e_Yf_VyIVJqRW7w8cUWqfPktk-e8SP1z9l_klEgyefCf-Vz3MJQ,147,Seraphine,200,UTILITY,UTILITY,False
NA1_5554695486,yXwdFftAD4nki43Ylchxp3YIN8JOmQslYP7Jqhr8RCNpN4r6bAulyDJyvdJODDzd8Yvcs5xIrIVprQ,25,Morgana,100,UTILITY,UTILITY,True
NA1_5554695486,W-e3duuLJZvdZnQZkO7ZpLkpjsWadCKFbr08tqJjuaXg2HBBs7Wm2GABfG53QY3RI2siSirqEqnItA,80,Pantheon,200,UTILITY,UTILITY,False
NA1_5554684913,YrnAc_S_kbeTfXwPxOgw4liHQjfaJYFNcvVifv7CfwgsWToymDL98dKgSh2nvv-I3gHJDCSW80B48A,164,Camille,100,UTILITY,UTILITY,False
NA1_5554684913,_LaSjRAaxbzioCM-w8FSRJljxj0vltejNGTFzunM5kq9dbGpfjkRrulI8aNaVPjwflK4tYM3zzxlqg,350,Yuumi,200,UTILITY,UTILITY,True
NA1_5554426638,Y_96B69sJndyxOvmfH1bTWaDuwZryxyr3T6uoSF2RqP_dNfjrY50EhPh3KYMFa0Wl5XERX9wXBnd4Q,99,Lux,100,UTILITY,UTILITY,False
NA1_5554426638,tUoIph_FLTKEP-7tOnSXTixZJbNmbVP6xPx09jqNZuarvKCEdGpo6ZFNEvvAAlm3jqrT6dgEYLzebA,25,Morgana,200,UTILITY,UTILITY,True
NA1_5554402876,FHkw14A4vVIC4TScY3HqmX4tw75DZwR5uePrh6rQLVfQYefQ24dmwOO291xKxpw7mGneSj7EfvBkNg,89,Leona,100,UTILITY,UTILITY,True
NA1_5554402876,yJA73Cemy_sqM0doHsestkyioawvH_6rSWmaqUBinksEAUS1fLoK13iXBkLVeBDypl3N5k6STMRswA,99,Lux,200,UTILITY,UTILITY,False
NA1_5554186926,FAY5sp_To7rRanODHjRQ9yuTyC2DNA8BgeJmJ-d0qutMAMAl2UfjYEbEM3O5VG6bmywuSP3oHTql3A,99,Lux,100,UTILITY,UTILITY,False
NA1_5554186926,kPElJyHEU7kJzEmSRUuUIUilAewzUQQfyT2M0PC2Da0fPVnudnEBeRSQexn9LVamViyp4ARq_Wr29Q,25,Morgana,200,UTILITY,UTILITY,True
NA1_5554163249,ebHcpuYpGN--7kgPK0D4FAluMeakydEkyTfBM4UMU0UeQdOYze7dSb2NHk7T-IDYSQA2h-u3AVyJJw,432,Bard,100,UTILITY,UTILITY,False
NA1_5554163249,K87ZyJFV-3zUuuIp3neYbmphwr2YPKBnz_5er8r8NoSiwOJddEqRHuIj3F2_gBIUukFINVcZKqWkXg,111,Nautilus,200,UTILITY,UTILITY,True
NA1_5554152469,Z2QdUzn7GHgfTJTTR-r9k7R9pIYz07-HAwZ6btItcmx0ruvhYCsNpyw2ZS1EPnvgC4aYAPy1SSoNag,19,Warwick,100,UTILITY,UTILITY,False
NA1_5554152469,dD62Zn4u8oU1KNT9eOAkL7MJaqLMKIt0XayWyYuRY_ntR9eKy5JAv_lQd43oBQEBPaxrKvHMUdf8Eg,147,Seraphine,200,UTILITY,UTILITY,True
NA1_5539330511,RTH_motI3QQ9tAVgX9fa4IPhapDmntT0bbVZ8Y0HhA-1CQxG0xEjAjQf1lUXYczVon2jmZfch0dvSQ,99,Lux,100,UTILITY,UTILITY,False
NA1_5539330511,OSiJnL7eQ-9xq1kX4_9a8yD_8f38O9cgLlfoJ3n3yzHJjC7zaCQemLudFTDv8_Ee-h9yhLM2Bxargg,111,Nautilus,200,UTILITY,UTILITY,True
NA1_5539288089,WAeDZT11iKHhIqQq-DtcyvclW-Q94c-_gN59y7xJ_9baibLGe6UAlfAVsWRJn9h7zQfsYF1Jyr__xg,99,Lux,100,UTILITY,UTILITY,True
NA1_5539288089,l8vg2_A1h1sRXq8qENxT4t1cvl9aFGVSilJV2BR7JvsNQyMW4Ar-12z8Ji0Pg0wNtrfGeUjacK3B6Q,63,Brand,200,UTILITY,UTILITY,False
NA1_5539244563,VML37uRiByznAiamow-MZa0svp7NLcbBlA4Fs8j8QQVd9UYY-Q36kxdiOikfJH8hoCuC7OUJOGwdKw,526,Rell,100,UTILITY,UTILITY,False
NA1_5539244563,uwNplRhrYYlrRgxEJl3NqkHYRX3ndEBrSruhqyjDkeigOYDbkHU5T-MY6FqYyV478B6DMUqwSyFCpQ,89,Leona,200,UTILITY,UTILITY,True
NA1_5539199400,XCtXx-5c5QGVdAP5lF-_fsmI4Srp1dqd5akh0DwcVIygEI4pCUTx7xqw2HiPlRrrIySHiN3PjNWWdg,143,Zyra,100,UTILITY,UTILITY,True
NA1_5539199400,arGou3DbF_3U_4bTNCh4PiaPKIG5QsfXcKbORcpOWBGfytNbjj5ikCPfqmDTcMy8Lw5FH6rhvcOZxQ,147,Seraphine,200,UTILITY,UTILITY,False
NA1_5539178742,evnLS7nS8YlecqpqIxqA3q698RSJDTetAkL28u960PotShbHi8SoC2YNvmoMo0obl_h1GEUMxU2O9w,497,Rakan,100,UTILITY,UTILITY,False
NA1_5539178742,krKgrcXLEiaw4gNL3otYlYH5Ph17OPhFmbAF3CIJezx3Kiz8hKLePUCBG2XVQIufeE__BjngF0p94g,518,Neeko,200,UTILITY,UTILITY,True
NA1_5539109156,O0aeIW6sk058ItqOuc3PeqpzRcpkUedbqknxlxaFF6VXbiloDlgP99KKFY-WfuA5agvNJUCEegrw8Q,25,Morgana,100,UTILITY,UTILITY,False
NA1_5539109156,8tUNTL3UDNKYE5Y_3kIzBevBZI1aELe2HeZU03zzXsnshw-BtZGXcbBVoFj1JiUYW9WwOhqTN-fz6w,53,Blitzcrank,200,UTILITY,UTILITY,True
NA1_5539096933,Bvg2xT3ug3Il208fVIZNqWoEHPLEan_mX8XlIDsWa-vx9NrXdnGvBqRHFPezsPPQZ57FwZjEbapWVw,74,Heimerdinger,100,UTILITY,UTILITY,True
NA1_5539096933,vTYKylPakxyC6mUGS4zuB7ykuage-LEInMEIdHr24LdqH6DRyTB9ShFpISTqi6TQlyZGiHDWgkG0Hg,99,Lux,200,UTILITY,UTILITY,False
NA1_5549714682,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,497,Rakan,100,UTILITY,UTILITY,False
NA1_5549714682,ZmZixltIPACRh1RQtQLpdCB1xwXE1W6NUWDYdXXsNyAfE2EN5rMJ93Vnzt_fk5vTGm7JE_MIBlnrmw,555,Pyke,200,UTILITY,UTILITY,True
NA1_5549684972,5Md4qknThPGKwBrTY65p8Nh6hAKwExTMXZzOcH6XlHGgyjcjJ4HKwAQxu-rns1zjQGU8hlIoTbgU2w,99,Lux,100,UTILITY,UTILITY,False
NA1_5549684972,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,223,TahmKench,200,UTILITY,UTILITY,True
NA1_5547066058,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,223,TahmKench,100,UTILITY,UTILITY,True
NA1_5547066058,b-9qOlkPnPmMcwoBhyyAS7mvCUOWj8eMUDHRR7gUN12vq-X1IPeEGnqGI7LB8pGR9SI0WYuTJ2PQJA,555,Pyke,200,UTILITY,UTILITY,False
NA1_5541956986,paEBKQ4vxJTk2zFNV8hesvoNuJIFoF6ojTtWaI24a8EtB5o4ZcZ-YT3sJuha7EEk7ZbsufhJ7zQ2YQ,99,Lux,100,UTILITY,UTILITY,True
NA1_5541956986,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,223,TahmKench,200,UTILITY,UTILITY,False
NA1_5541798526,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,223,TahmKench,100,UTILITY,UTILITY,True
NA1_5541798526,TqueUBNN3NkOAz5jEMbt533-9kHAYsHtbxOcekaX6R1imMaafIJNrJvgAABMKYCl5kpXeoxIdM52Ug,350,Yuumi,200,UTILITY,UTILITY,False
NA1_5514522251,zWyVrIgFpNjx8JI-2A6Pz2g8eOO95iyTHkA60nPhfLVn36BmCd5nOqSR2S-F1_5RSkh_2RypEVgiqw,57,Maokai,100,UTILITY,UTILITY,False
NA1_5514522251,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,235,Senna,200,UTILITY,UTILITY,True
NA1_5514385656,hSjaot2ELT6aEsgaPOZ48qlTTXAV3f6FWkqOUaA_T7UdMF_Ix7cSLs7BaV5L3vO6Nta4vsP2gB2LfA,223,TahmKench,100,UTILITY,UTILITY,False
NA1_5514385656,HH3fSuNIsbGY2PTXtwvcKd8dpaOmjsiRUg5pBCRBteAQX_x3xrlTMHYfE2a9IYSeDGjaE3tALhjzIQ,26,Zilean,200,UTILITY,UTILITY,True
NA1_5514384812,2iFiPwzPOFG63mQFXD4XpAoIg_Yrzs-xhDwNxBb9Eq_sz61IYX8Bzhl7WOdbQTRD4dqlYN1Y_Lnp4g,267,Nami,100,UTILITY,UTILITY,True
